,Unnamed: 0,service_request_id,grievance,translated_text
913,913,101004371179,whole street missed | How was your waste placed out for collection: [Barrel]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No],calle entera perdida  ¿Cómo se colocó su basura para la recogida: [Barril] Barriles o bolsas de más de 50 libras: [No] Día de basura programado: [Miércoles] Recojo de la curva o un callejón: [Curb Side Pickup] Desechos de yarda mezclados con basura doméstica: [No]
914,914,101004370776,How was your waste placed out for collection: [Yard Waste Paper Bag]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No],¿Cómo se colocó su basura para la recogida: [bolsa de papel de desecho de yarda] Barriles o bolsas de más de 50 libras: [No] Día de basura programado: [Miércoles] Recojo de la curva o un callejón: [Curb Side Pickup] Desechos de yarda mezclados con basura doméstica: [No]
915,915,101004370599,Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Blue Box]  Curbside pickup or an alley: [Curb Side Pickup],Día de reciclaje programado: [Miércoles] ¿Cómo se colocó el reciclaje para la recogida: [Blue Box] Recojo de Curbside o un callejón: [Curb Side Pickup]
916,916,101004370593,Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Blue Box]  Curbside pickup or an alley: [Curb Side Pickup],Día de reciclaje programado: [Miércoles] ¿Cómo se colocó el reciclaje para la recogida: [Blue Box] Recojo de Curbside o un callejón: [Curb Side Pickup]
917,917,101004371087,7 days in visitor parking. No resident parking permit. No tickets! Hasn’t moved how about tagging these non resident parkers.,7 días en el estacionamiento de visitantes. No hay permiso de estacionamiento residente. No hay entradas! No se ha movido qué hay de etiquetar a estos parkers no residentes.
918,918,101004370804,Please remove trash violation was issued,"Por favor, eliminen la violación de la basura."
919,919,101004371267,There is a Bond Civil and Utility truck with Connecticut plates that continuously parks on W 2nd St in South Boston during resident parking hours. This person is a resident. I've seen them enter their residence. This truck is not being used for any civil or utility work when parked on W 2nd. They are taking up resident spots and I've never seen this truck ticketed despite the out of state plates and no sticker.,Hay un camión Bond Civil y Utility con placas de Connecticut que continuamente estaciona en W 2nd St en el sur de Boston durante las horas de estacionamiento de residentes. Esta persona es un residente. Los he visto entrar en su residencia. Este camión no está siendo utilizado para ningún trabajo civil o de servicios públicos cuando está estacionado en W 2nd. Están ocupando lugares de residencia y nunca he visto este camión multado a pesar de las placas de estado y ninguna pegatina.
920,920,101004371339,NY plates KPW 7037,Placas de Nueva York KPW 7037
921,921,101004371359,2 vehicles parked in no stopping-tow zone,2 vehículos estacionados en ninguna zona de parada
922,922,101004371364,There's a vehicle with out of state plates taking up a resident spot for over two days.,Hay un vehículo con matrículas fuera del estado ocupando un lugar de residencia por más de dos días.
923,923,101004371243,No resident parking stickers.,No hay calcomanías de estacionamiento para residentes.
924,924,101004371363,Please cut weeds growing around tree,Por favor corte las malas hierbas que crecen alrededor del árbol
925,925,101004371375,Reside at this location: [Yes]  Owner of the property: [Yes]  Sidewalk tree or a private lawn plantings: [Sidewalk tree]  Explaint: [Tree previously planted died.  Requesting new tree to be planted. Tree request: Prunus x. Rosacea 'okame' or any flowering tree please (we used to have a flowering tree.) Thank you.]  Multiple street trees: [No],Reside en esta ubicación: [Sí] Propietario de la propiedad: [Sí] Árbol de aceras o un césped privado: [Árbol de aceras] Explicación: [Árbol previamente plantado murió. Solicitud de nuevo árbol para ser plantado. Solicitud de árbol: Prunus x. Rosacea 'okame' o cualquier árbol floreciente por favor (Solíamos tener un árbol floreciente.) Gracias.] Múltiples árboles callejeros: [No]
926,926,101004370838,4 bags missed Monday | How was your waste placed out for collection: [Yard Waste Paper Bag]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curb Side Pickup],4 bolsas perdidas Lunes  Cómo fue colocado su desecho para la recogida: [bolsa de papel de desecho de la tierra] Barriles o bolsas de más de 50 libras: [No] Día de basura programado: [Mon / Thurs] Recojo de la curva o un callejón: [Curb Side Pickup]
927,927,101004371372,Aquitaine trash bins blocking pedestrian intersection. People got killed before at this intersection!!!,Aquitania cubos de basura bloqueando la intersección peatonal. La gente fue asesinada antes en esta intersección!!!
928,928,101004370791,Recycling Sticker: [0]  Yard Sticker: [5],Pegatina de reciclaje: [0] Pegatina de yarda: [5]
929,929,101004371371,Wind blowing dust from huge dirt piles on construction site into neighboring residential community,El viento sopla polvo de enormes montones de tierra en el sitio de construcción en la comunidad residencial vecina
930,930,101004369146,Leaf and yard waste waiting for pickup,Hoja y residuos del patio esperando la recogida
931,931,101004371073,Any chance the city can fix this hole made by plows in the winter?  Please and thank you!!!,¿Hay alguna posibilidad de que la ciudad pueda arreglar este agujero hecho por arados en el invierno? Por favor y gracias!!!
932,932,101004371315,Around 10:45 PM tonight I saw a rodent running across intersection of Endicott Street and North Margin Street,Alrededor de las 10:45 PM esta noche vi a un roedor corriendo a través de la intersección de Endicott Street y North Margin Street
933,933,101004370255,Number of rats: [15]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [The resdent states its in the back on North Hanover court. Close  Lucia Ristorante The area is overrun with rats .Could the city and by and check the area out.],Número de ratas: [15] Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [Sí] ¿Cuál es la naturaleza del problema: [El resdent dice que está en la parte posterior de la corte del norte de Hannover. Cerrar Lucia Ristorante La zona está invadida de ratas.
934,934,101004369746,Vehicle parked in no stopping tow zone,Vehículo estacionado en zona de remolque sin parada
935,935,101004371361,Please cut weeds growing around tree,Por favor corte las malas hierbas que crecen alrededor del árbol
936,936,101004371369,Not synchronized at Newbury St and Berkeley vs rest of Berkeley,No sincronizado en Newbury St y Berkeley vs el resto de Berkeley
937,937,101004370733,"Scheduled trash day: [Wednesday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]","Día programado de la basura: [Miércoles] ¿Cómo se colocó su basura para la recogida: [Barrel] Recojo de Curbside o un callejón: [Curb Side Pickup] La papelera contiene cualquier material de construcción, pinturas, accesorios de plomería o neumáticos: [No]"
938,938,101004370544,Number of rats: [10]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [An increase of Rodent Activity; rodents are in the backyards and running in the streets; can the sewer also be baited;],Número de ratas: [10] Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [Sí] ¿Cuál es la naturaleza del problema: [Un aumento de la Actividad Rodent; los roedores están en los patios traseros y corriendo por las calles; también se puede cebo de la alcantarilla;]
939,939,101004370358,"Number of rats: [20]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Constituent reports an uptick in rodent and rat activity in the area, suspects it is because of MBTA construction work occurring at the end of Brookvale Street.]","Número de ratas: [20] Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [Sí] ¿Cuál es la naturaleza del problema: [El Constituente reporta un repunte en la actividad de roedores y ratas en la zona, sospecha que es debido a los trabajos de construcción de MBTA que ocurren al final de Brookvale Street.]"
940,940,101004370309,Trash out early. Violation issued.,"La basura salió temprano, la violación fue emitida."
941,941,101004370472,177 Marlborough st rear.  Violation issued,177 Marlborough st trasera. Violación emitida
942,942,101004370499,Trash out early. Violation issued.,"La basura salió temprano, la violación fue emitida."
943,943,101004370538,No evidence found,No se encontraron pruebas
944,944,101004370637,No evidence found,No se encontraron pruebas
945,945,101004370729,No evidence found,No se encontraron pruebas
946,946,101004370822,Trash out early. Violation issued.,"La basura salió temprano, la violación fue emitida."
947,947,101004370581,Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [No]  What is the nature of the problem: [this area is overrun with rats.  There wer six dead rats on Washington St this morning.  Could we get some traps in the area],Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [No] ¿Cuál es la naturaleza del problema: [esta zona está invadida de ratas. Hay seis ratas muertas en la calle Washington esta mañana. ¿Podríamos conseguir algunas trampas en la zona]
948,948,101004371354,Several cars doubled parked in bus lane and beeping horns outside Alex's pizza. The noise of the constant beeping woke me. This is a regular occurrence.,Varios coches se duplicaron estacionados en el carril del autobús y pitando cuernos fuera de la pizza de Alex. El ruido de la constante pitido me despertó. Esta es una ocurrencia regular.
949,949,101004368799,This was after 6:00 p.m. Exactly when are parking rules in South Boston enforced for non-residents?,Esto fue después de las 6:00 p.m. ¿Exactamente cuándo se aplican las reglas de estacionamiento en el sur de Boston para los no residentes?
950,950,101004368803,There were no other duplicates to be found. Are these cases being addressed?,No se encontraron otros duplicados. ¿Se están abordando estos casos?
951,951,101004369944,"No stopping, emergency vehicle turns","Sin parar, el vehículo de emergencia gira."
952,952,101004371351,Number of rats: [5]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Constituent reports multiple rats outside of property.],Número de ratas: [5] Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [Sí] ¿Cuál es la naturaleza del problema: [El constituyente reporta múltiples ratas fuera de la propiedad.]
953,953,101004370579,signs that says NO PARKING ANYTIME | How is the car parked illegally: [Other]  Type of vehicle: [SUV]  Details: [COMMERCIAL VEHICLE HAS BEEN PARKED HERE FOR 2 HOURS]  Make: [Audi]  Color: [Blue],Signos que dicen NO APARTAR EN NUNCA  ¿Cómo es el coche estacionado ilegalmente: [Otro] Tipo de vehículo: [SUV] Detalles: [VEHÍCULO COMERCIAL HA PARQUEADO AQUÍ POR 2 HORAS] Marca: [Audi] Color: [Azul]
954,954,101004370243,Food delivery for school parked in bus stop. The school has a loading dock they should be using. This happens multiple times a week,Entrega de alimentos para la escuela estacionada en la parada de autobús. La escuela tiene un muelle de carga que deben estar utilizando. Esto sucede varias veces a la semana
955,955,101004370320,"Multiple vehicles parked in a ""No Parking"" zone, requesting the vehicles be tagged. | How is the car parked illegally: [Other]  Type of vehicle: [Other]  Details: [Grey Hatchback Blue Pick Up]  Make: [Unknown]  Model: [Truck]  Color: [Unknown]","Múltiples vehículos estacionados en una zona ""Sin Estacionamiento"", solicitando que los vehículos sean etiquetados.  Cómo es el coche estacionado ilegalmente: [Otro] Tipo de vehículo: [Otro] Detalles: [Grey Hatchback Blue Pick Up] Marca: [Unknown] Modelo: [Truck] Color: [Unknown]"
956,956,101004370746,White van parked in no parking zone,Van blanca estacionada en ninguna zona de estacionamiento
957,957,101004370907,partially bolcing driveway. parked over curb cut | How is the car parked illegally: [Other]  Type of vehicle: [Car]  Details: [Constituent states there is a car that is parked over the curb cut and it makes it very difficult to get in and out of the driveway. Constituent is requesting inspection and ticket. Constituent states his driveway is on the side of Marine Rd  and states this is an ongoing issue.]  Make: [Acura]  Model: [4DR]  Color: [Black]  Vehicle License Plate State: [MA],Aparcado sobre el bordillo corte  Cómo es el coche estacionado ilegalmente: [Otro] Tipo de vehículo: [Coche] Detalles: [Estados constitutivos hay un coche que está estacionado sobre el bordillo corte y hace que sea muy difícil entrar y salir de la calzada. Constituyente está solicitando inspección y billete. Los estados constituyentes su calzada está en el lado de Marine Rd y afirma que este es un problema continuo.] Marca: [Acura] Modelo: [4DR] Color: [Negro] Estado de la placa de la licencia de vehículo: [MA]
958,958,101004370591,Truck blocking bike lane,Camión bloqueando carril bici
959,959,101004371318,Fire hydrant blocked,Bloqueo de la boca de incendios
960,960,101004371358,Blocking hydrant.  Making it difficult to get in driveway. Please tow.,"Bloqueando la hidrante, dificultando el acceso a la entrada."
961,961,101004371066,Type of vehicle: [Car]  Make: [VW]  Model: [4DR]  Color: [GreySilver]  Vehicle License Plate Registration: [4AYT21]  Vehicle License Plate State: [MA],Tipo de vehículo: [Coche] Marca: [VW] Modelo: [4DR] Color: [GreySilver] Registro de matrícula del vehículo: [4AYT21] Estado de matrícula del vehículo: [MA]
962,962,101004371072,Pls tag Jeep Compass with CT plates residents only spot.,Pls etiqueta Jeep Compass con placas CT residentes sólo lugar.
963,963,101004371121,No sticker out of state plate,No hay pegatina fuera de la placa de estado
964,964,101004371274,Non RPP,No RPP
965,965,101004371167,Visitor parking and no RPP mass plate 3EY 273,Estacionamiento para visitantes y sin placa de masa RPP 3EY 273
966,966,101004371166,Black Jeep mass plate 8ZH 842 resident Parking no RPP,Negro Jeep placa de masa 8ZH 842 residente Aparcamiento no RPP
967,967,101004370374,Constituent states that this vehicle has been parked at this location since Monday and is blocking the entrance for busses to get out of the lot. Requesting ticketing and tow. | Type of vehicle: [Car]  Make: [Hyundai]  Model: [4DR]  Color: [Blue]  Vehicle License Plate Registration: [3RRD11]  Vehicle License Plate State: [MA],Constituyente declara que este vehículo ha estado estacionado en este lugar desde el lunes y está bloqueando la entrada de autobuses para salir del lote. Solicitud de billetes y remolque.  Tipo de vehículo: [Auto] Marca: [Hyundai] Modelo: [4DR] Color: [Azul] Licencia de vehículo Matrícula: [3RRD11] Estado de la matrícula del vehículo: [MA]
968,968,101004370983,It is parked all day no resident,Está estacionado todo el día sin residente.
969,969,101004370905,Alley 427: 267 comm leaving trash out all week. Multiple rats spotted day and night,Callejón 427: 267 comunicación dejando basura toda la semana. Múltiples ratas manchadas día y noche
970,970,101004370484,Parked on front of hydrad,Aparcado en frente de la hidrad
971,971,101004370161,Please time cars in quinn way (2 hour parking) and also please ticket cars in fire lane. Right now there are four. Thanks,"Por favor, los coches de tiempo en la manera de Quinn (2 hora de estacionamiento) y también por favor los coches de entrada en carril de bomberos. Ahora mismo hay cuatro. Gracias"
972,972,101004370482,Car parked on sidewalk again,Coche estacionado en la acera de nuevo
973,973,101004371270,Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Constituent states there is rodent activity in front of his building. States that the rats seem to runh between an untrimmed sidewalk tree and the flower beds in front of the building.],Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [Sí] ¿Cuál es la naturaleza del problema: [Los estados constitutivos hay actividad de roedores en frente de su edificio. Los estados que las ratas parecen correr entre un árbol de acera sin cortar y los lechos de flores en frente del edificio.]
974,974,101004368270,vehicle is partially parked in street and is blocking traffic (School Bus) from coming down the One Way street. | How is the car parked illegally: [Other]  Make: [Toyota]  Model: [4DR],vehículo está parcialmente estacionado en la calle y está bloqueando el tráfico (autobús escolar) de venir por la calle One Way.  Cómo es el coche estacionado ilegalmente: [Otro] Marca: [Toyota] Modelo: [4DR]
975,975,101004370980,No resident parks all day here,No hay parques residentes todo el día aquí.
976,976,101004370496,commercial truck parked | How is the car parked illegally: [Resident parking spot]  Type of vehicle: [Truck]  Make: [Unknown]  Model: [Truck]  Color: [White],camión comercial estacionado  Cómo es el coche estacionado ilegalmente: [lugar de estacionamiento residente] Tipo de vehículo: [Truck] Marca: [Unknown] Modelo: [Truck] Color: [White]
977,977,101004371201,Please help the neighbors,"Por favor, ayuda a los vecinos."
978,978,101004370787,Number of rats: [6]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes],Número de ratas: [6] Mordeduras de ratas: [No] Ratas en la casa: [No] Ratas fuera de la propiedad: [Sí]
979,979,101004370617,Rats rear of building,Ratas en la parte trasera del edificio
980,980,101004370209,Lot is over grown check for rats,Lote está demasiado crecido cheque para ratas
981,981,101004370162,"10 contractor vehicles parked in a Resident Parking on Marlborough between Berkeley and Arlington. This makes it extremely difficult for residents to park. Would appreciate some action/ticketing instead of just ""case noted"". I am paying for a meter 2 blocks away as a resident.","10 vehículos de contratistas estacionados en un estacionamiento de residentes en Marlborough entre Berkeley y Arlington. Esto hace que sea extremadamente difícil para los residentes aparcar. Apreciaría un poco de acción / tickets en lugar de sólo ""caso señalado"". Estoy pagando por un metro a 2 cuadras de distancia como residente."
982,982,101004370438,several vehicles in no parking/stopping zone,varios vehículos en ninguna zona de estacionamiento/parada
983,983,101004371155,The closest intersecting street: [Mansfield St]  Make: [Subaru]  Model: [4DR]  Color: [Green]  Vehicle License Plate Registration: [3MVZ69]  Vehicle License Plate State: [MA],La calle de intersección más cercana: [Mansfield St] Marca: [Subaru] Modelo: [4DR] Color: [Verde] Registro de matrícula del vehículo: [3MVZ69] Estado de matrícula del vehículo: [MA]
984,984,101004371180,Worker parking all day no RPP MASS PLATES 8ma961,Trabajador aparcamiento todo el día sin RPP MASS PLATES 8ma961
985,985,101004371175,Owner of the nail salon parking all day no RPP,Propietario del estacionamiento salón de uñas todo el día sin RPP
986,986,101004369841,"Car parked in no parking zone - driveway, and also too close to hydrant","Coche estacionado en ninguna zona de aparcamiento - entrada, y también demasiado cerca de la hidrante"
987,987,101004369689,Car parked in no parking - driveway zone and too close to hydrant,Coche estacionado en ningún aparcamiento - zona de entrada y demasiado cerca de la hidrante
988,988,101004369664,Silver Nissan overhanging driveway,Plata Nissan en el camino de entrada
989,989,101004371224,"Constituent states there is a car parked in the ""no stopping for emergency vehicles"" spot near the corner of the street. Constituent is requesting inspection and ticket | How is the car parked illegally: [Fire lane]  Type of vehicle: [Car]  Make: [Ford]  Model: [4DR]  Color: [Black]  Vehicle License Plate Registration: [1PND35]  Vehicle License Plate State: [MA]","Constituyente afirma que hay un coche estacionado en el lugar ""no parar para vehículos de emergencia"" cerca de la esquina de la calle. Constituyente está solicitando inspección y billete  ¿Cómo está el coche estacionado ilegalmente: [Fire Lane] Tipo de vehículo: [Carro] Marca: [Ford] Modelo: [4DR] Color: [Negro] Registro de matrícula del vehículo: [1PND35] Estado de matrícula del vehículo: [MA]"
990,990,101004369827,"Same car keeps parking in street, past sidewalk end.  Why is this continuing to be allowed?","El mismo coche sigue estacionando en la calle, pasado el extremo de la acera. ¿Por qué se sigue permitiendo esto?"
991,991,101004369714,Illegally parker,Parker ilegal
992,992,101004371276,White Lincoln parked IN crosswalk,White Lincoln estacionado en el cruce peatonal
993,993,101004371355,"Vehicle parked illegally on sidewalk blocking right of way. Also, no RPP in resident only area. Please enforce. Thank you! *A report for same vehicle was opened a few hours ago but later given the ""all clear"" either by mistake or because it left & came back to the same spot. Either way, vehicle is still illegally parked as of 1:30am. **We finally got people to stop parking here recently, please don't let this owner make everyone else think it's ok to do so again by not getting tagged. Thanks!","Vehículo estacionado ilegalmente en la acera bloqueando derecho de paso. Además, no RPP en el área de residentes solamente. Por favor hacer cumplir. Gracias! *Un informe para el mismo vehículo se abrió hace unas horas, pero más tarde dado el ""todo despejado"" ya sea por error o porque se fue y volvió al mismo lugar. De cualquier manera, el vehículo todavía está estacionado ilegalmente a partir de la 1:30am. **Finalmente tenemos gente para dejar de aparcar aquí recientemente, por favor no dejes que este propietario haga que todos los demás piensen que está bien hacerlo de nuevo por no ser etiquetado. Gracias!"
994,994,101004369633,Black Nissan parked in tow zone/No parking,Nissan negro estacionado en la zona de remolque / No hay aparcamiento
995,995,101004370446,Vehicle parked on handicap ramp.,Vehículo estacionado en la rampa para discapacitados.
996,996,101004370454,Vehicle parked on city street with expired inspection sticker,Vehículo estacionado en la calle de la ciudad con pegatina de inspección caducada
997,997,101004370439,"No stopping anytime, emergency vehicle access.","Sin parar en cualquier momento, acceso de emergencia al vehículo."
998,998,101004371290,Parked on sidewalk 101004369635 | How is the car parked illegally: [Resident parking spot]  Type of vehicle: [Truck]  Make: [Unknown]  Model: [Truck]  Color: [White]  Vehicle License Plate State: [MA],Aparcado en la acera 101004369635  ¿Cómo es el coche estacionado ilegalmente: [lugar de estacionamiento residente] Tipo de vehículo: [Truck] Marca: [Unknown] Modelo: [Truck] Color: [White] Licencia del vehículo Estado de la placa: [MA]
999,999,101004371298,Car illegally parked in front of driveway.,Coche aparcado ilegalmente frente a la entrada.
1000,1000,101004371266,Honda parked at fire hydrant,Honda estacionado en la boca de incendios
1001,1001,101004370102,Illegally parked in resident zone,Estacionado ilegalmente en la zona residente
1002,1002,101004371083,Illegally parked grey Honda. No resident sticker,Aparcado ilegalmente Honda gris. No pegatina residente
1003,1003,101004371081,Illegally parked white van. No resident sticker,Estaciona ilegalmente camioneta blanca. No hay pegatina residente
1004,1004,101004370334,Tow Zone parking.  Car is parked in an Emergency Vehicle Only spot.  Plenty of street parking but to lazy to walk and endanger the lives of patients in the Don Orion.  Please ticket/tow per sign.  This is a daily issue.  If someone dies because they can’t get to someone that’s on you.,"Zona de remolque de estacionamiento. El coche está estacionado en un lugar de emergencia vehículo sólo. Un montón de estacionamiento en la calle, pero perezoso para caminar y poner en peligro la vida de los pacientes en el Don Orion. Por favor, boleto / derecho por señal. Este es un problema diario. Si alguien muere porque no puede llegar a alguien que está en usted."
1005,1005,101004371261,White suv with Ohio plates parked in RESIDENT PARKING,Suv blanco con placas de Ohio estacionado en RESIDENT PARKING
1006,1006,101004371275,Couple of cars parked in No parking zones,Pareja de coches estacionados en No zonas de aparcamiento
1007,1007,101004370424,Vehicles parked in a no parking area. For as long as I've lived here if residents parked here we'd get tagged. Why are commercial vehicles allowed to park here?,Los vehículos estacionados en una zona sin aparcamiento desde que viví aquí si los residentes estacionados aquí nos etiquetaran. ¿Por qué se permite estacionar aquí a los vehículos comerciales?
1008,1008,101004371291,NY car in RPP,Auto de Nueva York en RPP
1009,1009,101004371357,Two vehicles both illegally parked in the middle of the street on West 7th. These cars are blocking traffic and blocking other cars properly street parked in.,Dos vehículos aparcados ilegalmente en el centro de la calle en la 7a. Oeste. Estos coches están bloqueando el tráfico y bloqueando otros coches correctamente estacionados en la calle.
1010,1010,101004371348,Copley plaza refused to remove blocked road for public use.,La plaza Copley se negó a quitar la carretera bloqueada para uso público.
1011,1011,101004371316,Ducali pizza outdoor dining is less than 20 feet from corner. Is that right? I don't think is safe for anyone,La pizza Ducali al aire libre está a menos de 20 pies de la esquina. ¿Es eso cierto? No creo que sea seguro para nadie.
1012,1012,101004371302,Large black suv illegally parked across from 49 and 51 buttonwood street for two days now. No ticket or tow threat!,Gran suv negro aparcado ilegalmente frente a la calle 49 y 51 buttonwood durante dos días. ¡No hay amenaza de boleto o remolque!
1013,1013,101004371217,Non resident parking,Estacionamiento no residente
1014,1014,101004371330,mva clean up | Type of debris: [Motor vehicle accident debris]  Cars parked on the street: [No],mva limpiar  Tipo de escombros: [Desechos del accidente del vehículo del motor] Coches estacionados en la calle: [No]
1015,1015,101004371317,Blue suv no resident sticker,Suv azul sin pegatina residente
1016,1016,101004371271,Illegally parked motorcycle/scooter on sidewalk.,Aparcado ilegalmente motocicleta / scooter en la acera.
1017,1017,101004369800,How is the car parked illegally: [Fire lane]  Make: [Toyota]  Model: [SUV]  Color: [GreySilver]  Vehicle License Plate Registration: [577vyd]  Vehicle License Plate State: [MA],¿Cómo se estaciona el coche ilegalmente: [Fire Lane] Marca: [Toyota] Modelo: [SUV] Color: [GreySilver] Licencia de vehículo Matrícula: [5777vyd] Licencia de vehículo Estado de la placa: [MA]
1018,1018,101004371140,How is the car parked illegally: [Fire lane]  Type of vehicle: [Truck]  Make: [Jeep]  Model: [4DR]  Color: [GreySilver]  Vehicle License Plate Registration: [TOPSHELF]  Vehicle License Plate State: [ME],¿Cómo se estaciona el coche ilegalmente: [Fire Lane] Tipo de vehículo: [Truck] Marca: [Jeep] Modelo: [4DR] Color: [GreySilver] Registro de matrícula del vehículo: [TOPSHELF] Estado de matrícula del vehículo: [ME]
1019,1019,101004371312,Constituent states there is a dead cat in the middle of road. Radioed over to PW at 11:03PM. | Dead animal on sidewalk/roadway: [Roadway]  Type of animal: [Cat]  Date when animal seen: [06/29/2022]  Time when animal seen: [23:00],Estados constituyentes hay un gato muerto en el medio de la carretera. Radio a PW a las 11:03PM.  Animal muerto en la acera/carretera: [Carretera] Tipo de animal: [Cat] Fecha cuando el animal visto: [29/06/2022] Hora cuando el animal visto: [23:00]
1020,1020,101004368591,Tow Zone Tow Zone parking.  Car is parked in an Emergency Vehicle Only spot.  Plenty of street parking but to lazy to walk and endanger the lives of patients in the Don Orion.  Please ticket/tow per sign.  This is a daily issue.  If someone dies because they can’t get to someone that’s on you.,"Zona de remolque Zona de remolque de estacionamiento. El coche está estacionado en un lugar de emergencia Vehículo Sólo. Un montón de estacionamiento en la calle, pero para perezosos para caminar y poner en peligro la vida de los pacientes en el Don Orion. Por favor, billete / tow por señal. Este es un problema diario. Si alguien muere porque no puede llegar a alguien que está en usted."
1021,1021,101004369768,Not a single car tagged as noted. 101004369749,Ni un solo coche etiquetado como se ha señalado. 101004369749
1022,1022,101004371335,"Water looks contaminated, hot water looks clearer but cold water is colored & look dirty","El agua parece contaminada, el agua caliente parece más clara, pero el agua fría está coloreada y se ve sucia"
1023,1023,101004371334,Please come check sewer drain by side of house & test water . Cold water from faucets in the house look contaminated ( brown color),"Por favor, venga a ver el drenaje de alcantarillado por el lado de la casa y el agua de prueba. El agua fría de los grifos en la casa parecen contaminados (color marrón)"
1024,1024,101004371260,"Previous case says ""area ticketed"" but this truck still has not been. No resident sticker, no commercial plates. No reason they shouldn't be ticketed. Please return and ticket the red truck in violation","El caso anterior dice ""area ticketed"" pero este camión todavía no ha sido. Sin pegatina residente, sin placas comerciales. No hay razón por la que no deberían ser ticketed."
1025,1025,101004371279,Vehicle parked on sidewalk blocking right of way. Please enforce. Thank you!,"Vehículo estacionado en la acera bloqueando derecho de paso. Por favor, haga cumplir. ¡Gracias!"
1026,1026,101004371331,Large spraypaint on brick. Visible from Charles Circle.,Gran pintura en spray sobre ladrillo. Visible de Charles Circle.
1027,1027,101004371327,Loooooosh in black spray paint on a brick wall.,Loooooosh en pintura de spray negro en una pared de ladrillo.
1028,1028,101004371300,Unattended suitcase left in crosswalk ramp,Maleta sin asistencia en la rampa de cruces
1029,1029,101004371325,car parked inside the baseball field behind the courts | How is the car parked illegally: [Other]  Make: [Mercedes]  Model: [Convertible]  Color: [GreySilver],coche estacionado dentro del campo de béisbol detrás de las canchas  Cómo es el coche estacionado ilegalmente: [Otro] Marca: [Mercedes] Modelo: [Convertible] Color: [GreySilver]
1030,1030,101004371322,Two gas lights are (still) out on Chestnut St. The one on the corner of Adams and Chestnut right in front of 22 Chestnut and one directly up from there. Please fix.  The street is dark. Thank you!,Dos luces de gas están (todavía) en Chestnut St. El uno en la esquina de Adams y Chestnut justo en frente de 22 Chestnut y uno directamente desde allí. Por favor arreglar. La calle es oscura. Gracias!
1031,1031,101004371293,"540 Commercial Street, headed toward Hanover","540 Commercial Street, en dirección a Hannover"
1032,1032,101004371319,Cement barrier does not have any reflectors or orange paint - looks pretty dangerous for night drivers turning from Dorchester street on to Woodward st.,La barrera del cemento no tiene reflectores ni pintura anaranjada - parece bastante peligrosa para los conductores nocturnos que giran desde la calle Dorchester hasta Woodward st.
1033,1033,101004371314,"Crumbling stone wall with large section dislodged (see photo). Danger of two large trees on top of the wall, near its edge, falling over sidewalk and injuring passerby. Noticed condition about 1 week ago. The wall is front end of an empty lot that extends from Cedar St to house at 8 Romar Terrace. Don't know who owns lot.","Muralla de piedra con gran sección desalojada (ver foto). Peligro de dos grandes árboles en la parte superior de la pared, cerca de su borde, cayendo sobre la acera e hiriendo a los transeúntes. Condición notada hace una semana. La pared es el extremo delantero de un lote vacío que se extiende desde Cedar St a la casa en 8 Romar Terrace. No sé quién es el dueño del lote."
1034,1034,101004371286,MVA/CAR ON FIRE NEED SIDEWALK AND ROAD CLEANED. | Type of debris: [Motor vehicle accident debris]  Cars parked on the street: [No],MVA/CAR EN EL FUEGO NECESITA SEDEWALK Y RUEDA LIMPIEZA.  Tipo de desecho: [Desechos del accidente del vehículo del motor] Coches estacionados en la calle: [No]
