,service_request_id,grievance
742,101004371362,Please cut weeds growing out of city sidewalk
743,101004371577,Lots of trash at the benches
744,101004371578,"Residents requesting that homeless encampment be removed, tents and garbage. | SR Type: [Cleaning/Trash]  Park owner: [BPRD]"
745,101004371524,Needle in park behind bench across from pita
746,101004371576,Drug use currently at city hall
747,101004371575,Graffiti on pedestrian doorway underpass
748,101004370989,Constituent reports that someone put an AC out next to their garbage. Constituent is unsure of who put out the AC. | Witnessed incident: [Yes]  Case related to commercial waste: [No]
749,101004371574,"One bag of garden waste from Hayes Park left on corner  of West Canton St and Warren  Ave. Thank you!"
750,101004371501,debris from mva | Type of debris: [Motor vehicle accident debris]  Cars parked on the street: [No]
751,101004371516,Removed  it
752,101004371566,Bed  frame on sidewalk
753,101004371095,Emptied barrels left out on sidewalk | Details: [Constituent states the recycling carts that belong to the neighbors on savin hill ave were placed in front of her property after collection day last week. Constituent states she received a ticket by mistake but is requesting CE ticket the address the carts belong to . Constituent is requesting inspection.]
754,101004370876,Constituent states there are multiple bags outside the big belly on the sidewalk and is requesting pick up | Type of litter basket: [  Single-Unit Big Belly ]
755,101004371184,Trash on sidewalk not pick up day
756,101004370783,Illegal draining of pool again into parking lot and drain. House draining pool is on E 3rd St between and M.
757,101004371074,Denos Pizza needs ISD seating area dirty tables not cleaned down. Floor dirty .bathrooms are filthy.
758,101004371572,"the CoB kitchen, recycle missed | Scheduled recycling day: [Tuesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]"
759,101004370636,Couch on sidewalk
760,101004371278,Construction site is using sidewalk for storage. This is unacceptable.
761,101004371564,the Amory St sign is still there the School St sign missing | Public safety sign: [No]  Sign description: [sign for School St missing]  Is the pole still there: [Yes]
762,101004370771,Trash all over yard
763,101004371560,Around water manhole cover
764,101004371228,Property conditions interfere with sidewalk passage | Details: [debris blocking passage]
765,101004371558,Constituent reported that the sidewalk is extremely cracked up. The constituent is elderly and disabled so this is a hazard. | Cause of damage: [Normal deterioration]  Sidewalk material: [Concrete]
766,101004371559,Transfer light to new utility pole 12.
767,101004371553,"I guess the parks department doesn't feel like working, huh?"
768,101004371554,Sign on the ground
769,101004371552,110 led cobra on constant.  On utility pole 11.
770,101004371416,Liter from loitering
771,101004371059,Constiuent states the TV was skipped with the first case having the wrong address (#4367235) and is requesting pick up | Item(s) that was/were supposed to be picked up: [TV]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]
772,101004371462,Overgrown weeds 360 degrees around home.. trash still in drive way from over a month ago despite citations
773,101004371549,"Broken glass on Longfellow bridge pedestrian heading to Cambridge"
774,101004371546,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (0) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Tues/Fri]  Curbside pickup or an alley: [Alley]"
775,101004371542,"Dead raccoon in street on VFW heading outbound, ~500 ft inbound of intersection with Corey. Been there a few days."
776,101004371447,"Tractor trailer hit traffic signal on corner of A St and Richards, while making a turn. Traffic light no longer working."
777,101004371537,Please remove litter near walking trail
778,101004370649,Recycling Sticker: [2]  Yard Sticker: [0]
779,101004371194,Cone on street saving spot
780,101004371526,BWSC employee plate m90-029 illegally parked blocking fire hydrant inside DUNKIN for their coffee been here twenty minutes blocking the lane inbound.This needs to be reported to their ops managers.
781,101004371525,110 led cobra on constant.  On utility pole.
782,101004371522,"Date of scheduled pickup: [Wednesday, July 6, 2022 ***]  Item requested for a collection: [TV (0) Air Conditioner (3) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Tuesday]  Curbside pickup or an alley: [Curbside Pickup]"
783,101004323000,Penske moving truck parked at 6 Cerdan Ave for days. Please move.
784,101004371247,"Scheduled trash day: [Wednesday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
785,101004370756,Abandoned Barrel chained to tree for removal. Please remove entire barrel.
786,101004371514,Bricks missing behind yellow hydrant
787,101004371268,"Overflowing dumpster, happens every day. They do not keep it shut. Evidence of rodent activity"
788,101004371512,Pothole
789,101004371508,Around water manhole cover
790,101004371505,"On the side of 105 West Springfield St on the Newland St side. We've been requesting its removal for months! In the past they came promptly, what else do I need to do. We would try to do it ourselves but we are older and concerned about the chemicals. We are pleading for help from the city."
791,101004371504,"Cabinetry van parked in 2 residential parking spots - van is taking up one spot, materials are taking up the other | The closest intersecting street: [Columbus]  Type of vehicle: [Van]  Details: [Eddie's Cabinetry]  Model: [Van]  Color: [White]"
792,101004371502,Transfer light to new utility pole.  Pole 8 in front of 43 rosewood.
793,101004371309,Lots of rats running back and forth across the sidewalk from the trash to the yard. I have lived here for 15 years and never seen anything this bad.
794,101004371408,Please clean sidewalk so much litter here.
795,101004371425,about 15 needles in the roadway at the intersection | Needle Quantity: [More Than Three]  Property Location Type: [Public]
796,101004371496,National grid cutout sinking
797,101004365766,"Major pavement issues with sunken manholes, potholes, large cracks, and rough surfacing making cycling all but impossible on South Huntington all the way from the intersection with Perkins Street down to Mission Hill.  The entire road needs complete resurfacing as the issues are not just in the bike lane."
798,101004370937,"Poor property surroundings, overflow trash piling up getting out of control, no covers, causing loose trash, chronic pattern of Lanlord abuse"
799,101004318074,Abandoned trailer parked at end of street for multiple weeks
800,101004370803,Recycling Sticker: [2]  Yard Sticker: [0]
801,101004370692,"How was your waste placed out for collection: [Other]  If 'Other', please specify: [Trash bags]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]"
802,101004371491,Around water manhole cover
803,101004311416,Make of the abandoned car: [AUDI]  Model of the abandoned car: [4DR]  Color of the abandoned car: [BLACK]  License Plate State if available: [NY]
804,101004370944,"whole street missed | Scheduled trash day: [Wednesday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
805,101004371487,Around water manhole cover
806,101004370678,Recycling Sticker: [1]  Yard Sticker: [0]
807,101004287462,"Taxi cab. With ""Ganga. Inc"" written on the door.  Left here for days"
808,101004273465,This abandoned white van has not moved in over 5 years!  This is my 3rd request to get it towed!! I'm sending an email to Mayor Wu as well.  It has New Hampshire plates
809,101004260674,Totaled car left on street
810,101004371421,A really large pothole | Where exactly on the pavement is the pothole: [On Roadway]  What is the approximate size of the pothole: [Large]  Date when pothole noticed: [06/23/2022]  Time when pothole noticed: [07:00]
811,101004259690,Make of the abandoned car: [NISSAN]  Model of the abandoned car: [SUV]  Color of the abandoned car: [BLACK]  License Plate number if available: [2NYK58]  License Plate State if available: [MA]
812,101004371444,needle in the parking lot.  call Mr Suarez he will show you exactl where | Needle Quantity: [One]  Property Location Type: [Private]
813,101004258872,Blue Hyundai Tucson with 2 flat tires
814,101004371485,Parked in no parking zone
815,101004371469,Large rat seen running from under cars into outdoor classroom next to Russell school in the morning.
816,101004371170,Sprinklers spraying all over sidewalk
817,101004370810,"Constituent states that all of her neighbors leaf & yard waste has been picked up, but hers was not. Notified her that they have til 6. | How was your waste placed out for collection: [Barrel]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]"
818,101004251436,been here a week and a half | Make of the abandoned car: [FORD]  Model of the abandoned car: [PU]  Color of the abandoned car: [GREYSILVER]  License Plate number if available: [2AZH17]  License Plate State if available: [MA]
819,101004251322,School Bus
820,101004371483,Trash can
821,101004218177,Behind 777 VFW ON LYALL TERRACE AT THE DEAD END. Expired paper tags from February 11. | Make of the abandoned car: [HONDA]  Model of the abandoned car: [4DR]  Color of the abandoned car: [WHITE]  License Plate number if available: [None]  License Plate State if available: [TX]
822,101004209302,Two abandoned trailers
823,101004199838,Constituent states a hitched trailer has been left there for several weeks | Make of the abandoned car: [UNKNOWN]  Model of the abandoned car: [TRAIL]  Color of the abandoned car: [WHITE]  License Plate State if available: [None]
824,101004371482,Illegal parking
825,101004371481,Sign down on island
826,101004371480,Toyota
827,101004198278,Abandoned truck sitting in same spot for months even during a house fire in front of it.
828,101004167648,"paper plate on car, has been left here for a week. | Make of the abandoned car: [FORD]  Model of the abandoned car: [PU]  Color of the abandoned car: [GREYSILVER]  License Plate number if available: [5393981]  License Plate State if available: [None]"
829,101004371470,Thrown inside white Fence on Eastman. Call and I'll let you in the back gate.
830,101004166501,"2007 Chevrolet Suburban Beige/Tan License Plate 62V 410 Parked Outside Residence since January 27th, 2022 or earlier.  Taking up multiple spaces; no one has been by to clean or move the truck."
831,101004241834,Tree is hanging on wires out back. Looks like it's going to fall
832,101004149936,Subaru forrester been parked here for over a month. | Make of the abandoned car: [SUBARU]  Model of the abandoned car: [SUV]  Color of the abandoned car: [BROWNGOLDTAN]  License Plate number if available: [KAK646]  License Plate State if available: [VT]
833,101004146387,"Constituent states that this vehicle has been at this location for four months. Concerned with upcoming weather, narrow street. Requesting towing. | Make of the abandoned car: [AUDI]  Model of the abandoned car: [4DR]  Color of the abandoned car: [BLACK]  License Plate number if available: [2778DD]  License Plate State if available: [MA]"
834,101004371477,Lodging House.  Always putting trash out at wrong time.
835,101004141453,Iona street near beech street. No plates. Hasn't moved for over a week
836,101004124832,This car has been sitting here for at least 2-3weeks. Expired plate and inspection sticker. We have limited parking on this street so abandoned cars are annoying
837,101004123867,"This vehicle is located across from 156 Beechland Cir. Roslindale, Ma 02131. | Make of the abandoned car: [AUDI]  Model of the abandoned car: [SUV]  Color of the abandoned car: [BLACK]  License Plate number if available: [9zc762]  License Plate State if available: [MA]"
838,101004123859,This car is located across from 124 Beechland Circle | Make of the abandoned car: [NISSAN]  Model of the abandoned car: [4DR]  Color of the abandoned car: [GREYSILVER]  License Plate number if available: [169mz5]  License Plate State if available: [MA]
839,101004362221,BPD reports Road plates have shifted | Cause of damage: [Normal Deterioration]  Type of repair: [Resurfacing]
840,101004370697,"Woman offering psychic readings on the sidewalk in front of Marketplace center on Surface Road without a permit"
841,101004371466,Make: [VW]  Model: [4DR]  Color: [GreySilver]  Vehicle License Plate Registration: [4AYT21]  Vehicle License Plate State: [MA]
842,101004370874,Recycling not picked up on cook street in Charlestown
843,101004371461,have no carts | Recycling pickup day: [Thursday]  No. of carts: [1]  No. of units: [2]
844,101004366001,[submitted via https://seeclickfix.com/issues/12749334]
845,101004371404,Dead animal on sidewalk/roadway: [Roadway]  Type of animal: [Rodent]  Please explain: [large dead rat in the road]  Date when animal seen: [06/30/2022]  Time when animal seen: [06:45]
846,101004371455,"Cars parked on both sides of street, blocking access for other cars to drive through it | The closest intersecting street: [Lorna]  How is the car parked illegally: [Other]"
847,101004370674,Scheduled recycling day: [Wednesday]  How was your recycling placed out for collection: [Cart]  Is your trash curbside pickup or an alley: [Curb Side Pickup]  Please provide any additional information (if needed): [Recycling pickup on our side of the street skipped our house. Is it possible to get ours when they return to service the other side? Thanks!]
848,101004370689,p/u on the side of the house | How was your waste placed out for collection: [Yard Waste Paper Bag]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]
849,101004371450,"Next to Leon Crane, the intersection of Perry and Harrison"
850,101004371042,Blocking sidewalk
851,101004371445,Trash at boarding house out on wrong day. Second time this week.
852,101004371446,Dog on North End little league field
853,101004369280,Item(s) that was/were supposed to be picked up: [Refrigerator/Freezer]  Scheduled trash day: [Tuesday]  Curbside pickup or an alley: [Curb Side Pickup]
854,101004371439,Vehicle parked in TOW ZONE corner of Emmons and Chelsea streets.
855,101004371438,Cars parked on curbside blocking DPW trucks from accessing street. Constituent says this is a repeat issue | The closest intersecting street: [Seymour]  How is the car parked illegally: [Other]
856,101004369543,Filthy sidewalk
857,101004371435,They're back. No permit. This has been ongoing for over a week on a street with a large complex and VERY limited parking.
858,101004371434,Tow zone.
859,101004371413,BPD reports traffic light stuck on red. Notified Dagle Electric at 6:58am. | Signal problem: [Traffic]  Type of problem: [Light is not changing]  Pole knockdown: [No]
860,101004371433,Led small cobra head on constant on utility pole.
861,101004371336,Two shopping carts at corner of Birch and Albano
862,101004371431,All trash cans in park overflowing at Titus Sparrow
863,101004371429,BPD is reporting the manhole cover is missing.  Notified BWSC @ 7:16am. | Type of request: [Street]
864,101004369021,The empty lot at 7 Noyes Pl is owned by the city. Someone left two mattresses there weeks ago. The lot is also littered with trash and cigarettes. |
865,101004371427,ON the left Hand side od the road.a large patch of tar sunken in. | Where exactly on the pavement is the pothole: [On Roadway]  What is the approximate size of the pothole: [Large patch]  Date when pothole noticed: [06/30/2022]  Time when pothole noticed: [07:00]
866,101004370911,Three mattresses dumped at address -- unsanitary need to be removed | Witnessed incident: [No]  Case related to commercial waste: [Unknown]
867,101004370852,Overgrown weeds onto sidewalk
868,101004371230,Missing street light
869,101004371422,Transfer light to new utility pole. Pole 8 on greenfield.
870,101004371419,Non resident
871,101004370811,Please remove trash no evidence found
872,101004371418,On way back there is smother truck in front of commercial wharf. The delivery lane is not being used
873,101004370984,TV/shopping cart for removal. No code violation found at this time.
874,101004371417,Its amazing how the same cars park every night and never receive tickets for not having Resident Stickers and the residents have no where to park.  Please send BTD nightly to patrole.
875,101004370405,A completely dead tree on the back entrance into the Boston fire department. Dangerously overhanging vehicles and pedestrians
876,101004371377,Constituent reports no traffic lights working at intersection. | Signal problem: [Traffic]  Type of problem: [No Working Lights]  Pole knockdown: [No]
877,101004364498,"Recycle cart missing, requesting new cart. | Recycling pickup day: [Thursday]  No. of carts: [1]  No. of units: [6]"
878,101004371380,Constituent reports no working traffic lights at intersection. Notified Dagle Electrcic at 5:50am. | Signal problem: [Traffic]  Type of problem: [No Working Lights]  Pole knockdown: [No]
879,101004371414,Why is this truck not in the delivery lane in front of sail loft? Why is a red car parked in delivery lane?
880,101004371411,Car Has been sitting in the same spot for weeks and not most
881,101004371060,"Road closed sign has been dead for weeks, solar panel is directly under a tree and gets no sun, it's just in the way now."
882,101004371256,Damaged Bus Stop sign on sidewalk
883,101004370895,Edgemere rd & willers st bag of someone house trash maybe there is contact info in it!
884,101004371410,Park over grown. | SR Type: [Grass Cutting]  Park owner: [BPRD]
885,101004371409,Madison part hight school football field the trash is on the field
886,101004371407,CARS PARKED WITH NO RPP IN 135O COLUMBIA ROAD  LOT PLEASE TOW  CANT PARK MY CAR ILIVE HERE F5YEAR@
887,101004371222,Recycling Sticker: [4]  Yard Sticker: [0]
888,101004370890,"missed, rest of street serviced | Scheduled trash day: [Wednesday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
889,101004371038,Missed 101004360682 | Item(s) that was/were supposed to be picked up: [TV]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]
890,101004371321,at the base of two trees on sidewalk on warren st side | Needle Quantity: [Two]  Property Location Type: [Public]
891,101004371304,One is at right side of tree....... one is next tree on same side next to a utility pole by the dirt area. | Needle Quantity: [Two]  Property Location Type: [Public]
892,101004370231,Broken swing in Ronan park
893,101004370700,pothole at the intersection of Northampton St. and Washington Street.
894,101004371186,Dead tree
895,101004371023,Missed for pickup | Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
896,101004371402,Out of state cars there for days
897,101004371381,Reside at this location: [Yes]  Owner of the property: [Yes]  Sidewalk tree or a private lawn plantings: [Sidewalk tree]  Explaint: [Tree previously planted died.  Requesting new tree to be planted. Tree request: Prunus x. Rosacea 'okame' or any flowering tree please (we used to have a flowering tree.) Thank you.]  Multiple street trees: [No]
898,101004371313,Depression next to sidewalk - appears a tree may have been here before.
899,101004370919,Recycling not picked up
900,101004371398,"Car with Florida plates parked in Resident spot for the last 3 days, please ticket"
901,101004371397,bike lane in front of the Russell School | Dead animal on sidewalk/roadway: [Other]  Type of animal: [Other]  Please explain: [dead rabbit]  Date when animal seen: [06/30/2022]  Time when animal seen: [06:34]
902,101004371393,How was your waste placed out for collection: [Yard Waste Paper BagBarrel]  Scheduled trash day: [Thursday]  Curbside pickup or an alley: [Curb Side Pickup]
903,101004371366,Uhaul
904,101004371386,homeless trash
905,101004370834,Constituent reports a grill and several buckets left on the median in front of 43 Smith St. | Witnessed incident: [No]  Case related to commercial waste: [No]
906,101004370936,Constituent states that his neighbors recycling was picked up but his was not. Aware that they have til 6. Requesting pickup. | Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Blue Box]  Curbside pickup or an alley: [Curb Side Pickup]
907,101004371390,Park barrel overturned trash wheelchair general litter
908,101004364884,Constituent reported that the irrigation system has not been turned on and as result the lawn is looking dull. | SR Type: [Irrigation]  Park owner: [BPRD]
909,101004370994,"Scheduled trash day: [Wednesday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
910,101004371387,Resident parking only from 6:00pm-8:00am. Black Ford  New York plates parked in resident only parking 344 Saratoga street East Boston. Can you please have BTD enforce the area. Thank you.
911,101004371385,"I just witnessed a near accident at the corner of Fairlane and Vogel due to this van blocking the stop sign. It is ALWAYS here. My 2 daughters, dog and I were almost run over due to a car not seeing the stop sign as well a couple weeks ago. Please tow this vehicle. It's a constant hazard."
912,101004370596,Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Blue Box]  Curbside pickup or an alley: [Curb Side Pickup]
913,101004371179,whole street missed | How was your waste placed out for collection: [Barrel]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]
914,101004370776,How was your waste placed out for collection: [Yard Waste Paper Bag]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Wednesday]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]
915,101004370599,Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Blue Box]  Curbside pickup or an alley: [Curb Side Pickup]
916,101004370593,Scheduled recycling day: [Wednesday]  How was the recycling placed out for collection: [Blue Box]  Curbside pickup or an alley: [Curb Side Pickup]
917,101004371087,7 days in visitor parking. No resident parking permit. No tickets! Hasn’t moved how about tagging these non resident parkers.
918,101004370804,Please remove trash violation was issued
919,101004371267,There is a Bond Civil and Utility truck with Connecticut plates that continuously parks on W 2nd St in South Boston during resident parking hours. This person is a resident. I've seen them enter their residence. This truck is not being used for any civil or utility work when parked on W 2nd. They are taking up resident spots and I've never seen this truck ticketed despite the out of state plates and no sticker.
920,101004371339,NY plates KPW 7037
921,101004371359,2 vehicles parked in no stopping-tow zone
922,101004371364,There's a vehicle with out of state plates taking up a resident spot for over two days.
923,101004371243,No resident parking stickers.
924,101004371363,Please cut weeds growing around tree
925,101004371375,Reside at this location: [Yes]  Owner of the property: [Yes]  Sidewalk tree or a private lawn plantings: [Sidewalk tree]  Explaint: [Tree previously planted died.  Requesting new tree to be planted. Tree request: Prunus x. Rosacea 'okame' or any flowering tree please (we used to have a flowering tree.) Thank you.]  Multiple street trees: [No]
926,101004370838,4 bags missed Monday | How was your waste placed out for collection: [Yard Waste Paper Bag]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curb Side Pickup]
927,101004371372,Aquitaine trash bins blocking pedestrian intersection. People got killed before at this intersection!!!
928,101004370791,Recycling Sticker: [0]  Yard Sticker: [5]
929,101004371371,Wind blowing dust from huge dirt piles on construction site into neighboring residential community
930,101004369146,Leaf and yard waste waiting for pickup
931,101004371073,Any chance the city can fix this hole made by plows in the winter?  Please and thank you!!!
932,101004371315,Around 10:45 PM tonight I saw a rodent running across intersection of Endicott Street and North Margin Street
933,101004370255,Number of rats: [15]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [The resdent states its in the back on North Hanover court. Close  Lucia Ristorante The area is overrun with rats .Could the city and by and check the area out.]
934,101004369746,Vehicle parked in no stopping tow zone
935,101004371361,Please cut weeds growing around tree
936,101004371369,Not synchronized at Newbury St and Berkeley vs rest of Berkeley
937,101004370733,"Scheduled trash day: [Wednesday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
938,101004370544,Number of rats: [10]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [An increase of Rodent Activity; rodents are in the backyards and running in the streets; can the sewer also be baited;]
939,101004370358,"Number of rats: [20]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Constituent reports an uptick in rodent and rat activity in the area, suspects it is because of MBTA construction work occurring at the end of Brookvale Street.]"
940,101004370309,Trash out early. Violation issued.
941,101004370472,177 Marlborough st rear.  Violation issued
942,101004370499,Trash out early. Violation issued.
943,101004370538,No evidence found
944,101004370637,No evidence found
945,101004370729,No evidence found
946,101004370822,Trash out early. Violation issued.
947,101004370581,Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [No]  What is the nature of the problem: [this area is overrun with rats.  There wer six dead rats on Washington St this morning.  Could we get some traps in the area]
948,101004371354,Several cars doubled parked in bus lane and beeping horns outside Alex's pizza. The noise of the constant beeping woke me. This is a regular occurrence.
949,101004368799,This was after 6:00 p.m. Exactly when are parking rules in South Boston enforced for non-residents?
950,101004368803,There were no other duplicates to be found. Are these cases being addressed?
951,101004369944,"No stopping, emergency vehicle turns"
952,101004371351,Number of rats: [5]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Constituent reports multiple rats outside of property.]
953,101004370579,signs that says NO PARKING ANYTIME | How is the car parked illegally: [Other]  Type of vehicle: [SUV]  Details: [COMMERCIAL VEHICLE HAS BEEN PARKED HERE FOR 2 HOURS]  Make: [Audi]  Color: [Blue]
954,101004370243,Food delivery for school parked in bus stop. The school has a loading dock they should be using. This happens multiple times a week
955,101004370320,"Multiple vehicles parked in a ""No Parking"" zone, requesting the vehicles be tagged. | How is the car parked illegally: [Other]  Type of vehicle: [Other]  Details: [Grey Hatchback Blue Pick Up]  Make: [Unknown]  Model: [Truck]  Color: [Unknown]"
956,101004370746,White van parked in no parking zone
957,101004370907,partially bolcing driveway. parked over curb cut | How is the car parked illegally: [Other]  Type of vehicle: [Car]  Details: [Constituent states there is a car that is parked over the curb cut and it makes it very difficult to get in and out of the driveway. Constituent is requesting inspection and ticket. Constituent states his driveway is on the side of Marine Rd  and states this is an ongoing issue.]  Make: [Acura]  Model: [4DR]  Color: [Black]  Vehicle License Plate State: [MA]
958,101004370591,Truck blocking bike lane
959,101004371318,Fire hydrant blocked
960,101004371358,Blocking hydrant.  Making it difficult to get in driveway. Please tow.
961,101004371066,Type of vehicle: [Car]  Make: [VW]  Model: [4DR]  Color: [GreySilver]  Vehicle License Plate Registration: [4AYT21]  Vehicle License Plate State: [MA]
962,101004371072,Pls tag Jeep Compass with CT plates residents only spot.
963,101004371121,No sticker out of state plate
964,101004371274,Non RPP
965,101004371167,Visitor parking and no RPP mass plate 3EY 273
966,101004371166,Black Jeep mass plate 8ZH 842 resident Parking no RPP
967,101004370374,Constituent states that this vehicle has been parked at this location since Monday and is blocking the entrance for busses to get out of the lot. Requesting ticketing and tow. | Type of vehicle: [Car]  Make: [Hyundai]  Model: [4DR]  Color: [Blue]  Vehicle License Plate Registration: [3RRD11]  Vehicle License Plate State: [MA]
968,101004370983,It is parked all day no resident
969,101004370905,Alley 427: 267 comm leaving trash out all week. Multiple rats spotted day and night
970,101004370484,Parked on front of hydrad
971,101004370161,Please time cars in quinn way (2 hour parking) and also please ticket cars in fire lane. Right now there are four. Thanks
972,101004370482,Car parked on sidewalk again
973,101004371270,Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Constituent states there is rodent activity in front of his building. States that the rats seem to runh between an untrimmed sidewalk tree and the flower beds in front of the building.]
974,101004368270,vehicle is partially parked in street and is blocking traffic (School Bus) from coming down the One Way street. | How is the car parked illegally: [Other]  Make: [Toyota]  Model: [4DR]
975,101004370980,No resident parks all day here
976,101004370496,commercial truck parked | How is the car parked illegally: [Resident parking spot]  Type of vehicle: [Truck]  Make: [Unknown]  Model: [Truck]  Color: [White]
977,101004371201,Please help the neighbors
978,101004370787,Number of rats: [6]  Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]
979,101004370617,Rats rear of building
980,101004370209,Lot is over grown check for rats
981,101004370162,"10 contractor vehicles parked in a Resident Parking on Marlborough between Berkeley and Arlington. This makes it extremely difficult for residents to park. Would appreciate some action/ticketing instead of just ""case noted"". I am paying for a meter 2 blocks away as a resident."
982,101004370438,several vehicles in no parking/stopping zone
983,101004371155,The closest intersecting street: [Mansfield St]  Make: [Subaru]  Model: [4DR]  Color: [Green]  Vehicle License Plate Registration: [3MVZ69]  Vehicle License Plate State: [MA]
984,101004371180,Worker parking all day no RPP MASS PLATES 8ma961
985,101004371175,Owner of the nail salon parking all day no RPP
986,101004369841,"Car parked in no parking zone - driveway, and also too close to hydrant"
987,101004369689,Car parked in no parking - driveway zone and too close to hydrant
988,101004369664,Silver Nissan overhanging driveway
989,101004371224,"Constituent states there is a car parked in the ""no stopping for emergency vehicles"" spot near the corner of the street. Constituent is requesting inspection and ticket | How is the car parked illegally: [Fire lane]  Type of vehicle: [Car]  Make: [Ford]  Model: [4DR]  Color: [Black]  Vehicle License Plate Registration: [1PND35]  Vehicle License Plate State: [MA]"
990,101004369827,"Same car keeps parking in street, past sidewalk end.  Why is this continuing to be allowed?"
991,101004369714,Illegally parker
992,101004371276,White Lincoln parked IN crosswalk
993,101004371355,"Vehicle parked illegally on sidewalk blocking right of way. Also, no RPP in resident only area. Please enforce. Thank you! *A report for same vehicle was opened a few hours ago but later given the ""all clear"" either by mistake or because it left & came back to the same spot. Either way, vehicle is still illegally parked as of 1:30am. **We finally got people to stop parking here recently, please don't let this owner make everyone else think it's ok to do so again by not getting tagged. Thanks!"
994,101004369633,Black Nissan parked in tow zone/No parking
995,101004370446,Vehicle parked on handicap ramp.
996,101004370454,Vehicle parked on city street with expired inspection sticker
997,101004370439,"No stopping anytime, emergency vehicle access."
998,101004371290,Parked on sidewalk 101004369635 | How is the car parked illegally: [Resident parking spot]  Type of vehicle: [Truck]  Make: [Unknown]  Model: [Truck]  Color: [White]  Vehicle License Plate State: [MA]
999,101004371298,Car illegally parked in front of driveway.
1000,101004371266,Honda parked at fire hydrant
1001,101004370102,Illegally parked in resident zone
1002,101004371083,Illegally parked grey Honda. No resident sticker
1003,101004371081,Illegally parked white van. No resident sticker
1004,101004370334,Tow Zone parking.  Car is parked in an Emergency Vehicle Only spot.  Plenty of street parking but to lazy to walk and endanger the lives of patients in the Don Orion.  Please ticket/tow per sign.  This is a daily issue.  If someone dies because they can’t get to someone that’s on you.
1005,101004371261,White suv with Ohio plates parked in RESIDENT PARKING
1006,101004371275,Couple of cars parked in No parking zones
1007,101004370424,Vehicles parked in a no parking area. For as long as I've lived here if residents parked here we'd get tagged. Why are commercial vehicles allowed to park here?
1008,101004371291,NY car in RPP
1009,101004371357,Two vehicles both illegally parked in the middle of the street on West 7th. These cars are blocking traffic and blocking other cars properly street parked in.
1010,101004371348,Copley plaza refused to remove blocked road for public use.
1011,101004371316,Ducali pizza outdoor dining is less than 20 feet from corner. Is that right? I don't think is safe for anyone
1012,101004371302,Large black suv illegally parked across from 49 and 51 buttonwood street for two days now. No ticket or tow threat!
1013,101004371217,Non resident parking
