,service_request_id,grievance
533,101004368339,Item(s) that was/were supposed to be picked up: [TV]  Scheduled trash day: [Monday]  Curbside pickup or an alley: [Curb Side Pickup]
534,101004150037,Light out
535,101004368925,In the baseball field under the bleachers on the right hand side on the front row. It has a large orange piece. | Needle Quantity: [One]  Property Location Type: [Public]
536,101004368979,Across from 112 chittick road. 2 grills dumped on sidewalk.  No violation issued
537,101004368976,"Property conditions interfere with sidewalk passage | Details: [baby carriage chained to the fence, blocking the sidewalk]  Exact location: [front]"
538,101004293507,Grass at Hemenway on the hill needs to be mowed badly
539,101004368946,Dead bird on sidewalk in front of 5 Sanderson
540,101004336305,Overflowing trash can
541,101004297367,Requesting Softball field grass be cut. | SR Type: [Grass Cutting]  Park owner: [BPRD]
542,101004368974,So these guys have been here ALL Day in front of private parking bays SeaDar construction again - do they have a permit to move this heavy stone in this location ?
543,101004368921,Logan airplane noise disturbing South End
544,101004368950,Scheduled recycling day: [Tues/Fri]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Alley]
545,101004368956,Other | Details: [Trash on the sidewalk]  Exact location: [Sidewalk]
546,101004368784,"Constituent reports a sign that was knocked over and is leaning against the builing at 47 Snow Hill St. | Public safety sign: [No]  Type of sign: [""No Parking"" Sign]  Is the pole still there: [Yes]"
547,101004322102,Constituent states that the grass is overgrown and needs to be cut. There is lots of debris and trash and the he is requesting maintenance as soon as possible for the safety of the children. | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
548,101004342325,Trash sitting on sidewalk in public walkway.
549,101004340184,Residents are requesting that the grass be cut ASAP at MT Bowdoin Green Park.  The grass is SO overgrown!! | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
550,101004340711,Dead bird in middle grass area
551,101004359632,Sbux
552,101004368973,Sidewalk tree very overgrown and blocking sidewalk
553,101004368972,"Date of scheduled pickup: [Tuesday, July 5, 2022 ***]  Item requested for a collection: [TV (1) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Monday]  Curbside pickup or an alley: [Curbside Pickup]"
554,101004357534,Public safety sign: [Yes]  Sign description: [Keep Right on the meridian]  Is the pole still there: [Yes]
555,101004341255,There is a dead bird inside of the grassy area/Byrne Park | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
556,101004368970,Constituent reports car on King hasn't moved in a week. | Make of the abandoned car: [TOYOTA]  Model of the abandoned car: [SUV]  Color of the abandoned car: [GREYSILVER]  License Plate number if available: [32YA29]  License Plate State if available: [MA]
557,101004368968,The playground at Fallon Field is overflowing. Please replace. Thank you :)
558,101004368967,missed on Monday | How was your waste placed out for collection: [Yard Waste Paper Bag]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]
559,101004368965,Trash/debris for removal. Ticket has been issued
560,101004343058,Constituent reports trash overflowing. | SR Type: [Cleaning/Trash]  Park owner: [BPRD]
561,101004354730,Constituent called to request the grass be trimmed & weeds removed. Says it hasn't been done in over a year | SR Type: [Grass Cutting]  Park owner: [BPRD]
562,101004368964,"Date of scheduled pickup: [Thursday, July 7, 2022 ***]  Item requested for a collection: [TV (0) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Wednesday]  Curbside pickup or an alley: [Curbside Pickup]"
563,101004360533,Grass is very high around the field. | SR Type: [Grass Cutting]  Park owner: [BPRD]
564,101004368962,It is cracked and falling apart. | Cause of damage: [Normal deterioration]
565,101004358505,Constituent reports overflowing trash barrels in Mt. Bowdoin Green. | SR Type: [Cleaning/Trash]  Park owner: [BPRD]
566,101004361463,Trash at the top of the hill of ringer park. Broken glass and beer cans/boxes
567,101004368960,Loose street cover
568,101004368959,Shopping cart
569,101004359662,"Please mow the grass in Allen Park,the Coppens area and Mt. Bowdoin Green | SR Type: [Grass Cutting]  Park owner: [BPRD]"
570,101004365140,Play ground at Rogers Park...large group partying and very loud...in the morning the Tot Lot is full of trash. It sounds like the EF School again. PLEASE
571,101004368369,How was your waste placed out for collection: [Yard Waste Paper Bag]  Scheduled trash day: [Mon/Thurs]  Is your trash curbside pickup or an alley: [Curb Side Pickup]  Is your yard waste mixed with household trash: [No]
572,101004361032,Please remove litter from walking trail near baseball field of Ronan park
573,101004368958,Recycling Sticker: [1]  Yard Sticker: [0]
574,101004368840,Couch in yard
575,101004368945,Rubbish is placed out well in advance of pickup | Details: [Constituent reported that there are open trash bags out in the Public Alley No.416]  Exact location: [side]
576,101004368957,Household trash blocking the sidewalk.
577,101004368040,Street light or control box knocked down: [Street Light]  Problem: [Street light is knocked over at this location.]  Light blocking the street or sidewalk: [No]  Wires exposed: [Yes]
578,101004368954,4 similar markings within 75 feet
579,101004364953,7 suitcases now before 4 suitcase someone needs to do your JOB
580,101004368953,Household trash blocking the sidewalk.
581,101004367866,"Today, Monday June 27, is a leaf and yard waste removal day. However, it is 6:15 pm and my leaf bags have not been removed. Both garbage and recycling trucks have come through."
582,101004368809,Overgrown weeds
583,101004368951,"This land is not paved n its too close to my home for parking the huge trucks, its bad for my foundation,their back n forth on the noisy gravel, they show up at 6:00a n leave truck running fumes into my window, while they sleep, East Boston has gone ghetto, they talk loud in their fones, this acceptable by the city? Theres just NO MORE CONSIDERATION FOR OTHERS OR THEIR PROPERTY"
584,101004368948,59 chellman st has been abandoned for more than 3 years. Back door and window is open and stings probably homeless people.
585,101004368941,Permission for Arborway Tree Service to Inject the ash tree at this location to help prevent against damage from EAB. | Is this a City owned tree situated on the sidewalk: [Yes]
586,101004368943,Permission for Arborway Tree Service to prune the honey locust tree on the Westbourne Street side of this location. | Is this a City owned tree situated on the sidewalk: [Yes]
587,101004368947,"Please remove asap this DOA squirrel. 

Thank you very much."
588,101004368845,Dead rabbit
589,101004368889,"Small entrance ,near the front last door on the left. | Needle Quantity: [One]  Property Location Type: [Public]"
590,101004365851,Big pothole in middle of street. Please fix!
591,101004368942,"Cracked side walk,"
592,101004366015,"Once again, the splash pad won't shut off."
593,101004368940,Missing bar. Tuesday
594,101004368939,"requests cart, building doesn't have one | Recycling pickup day: [Monday]  No. of carts: [1]  No. of units: [3]  OK to deliver: [per April ok]"
595,101004366721,"Constituent reports the water at this playground has been running all night,constitunet reports there should be a way to shut the water off so water is not wasted. | SR Type: [Ground Maintenance General]  Park owner: [BPRD]"
596,101004368936,Several trash bags for removal. Ticket has been issued
597,101004368935,Scheduled recycling day: [Tuesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
598,101004368933,"window shade | Scheduled trash day: [Tuesday]  How was your trash placed out for collection: [Other]  If 'Other', please specify: [window shade]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
599,101004366296,The sprinllers in the Childrens Play Lot are not working vmail 2:05 | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
600,101004368931,Loud airplane noise
601,101004368930,"There are so many construction  vehicles parked. The residents of leather District are getting the tickets - not the illegal Parkers. 

What is the long term solution?"
602,101004365538,Splash pad water sensors not working. Children are hot 掠掠and would love to cool down!!
603,101004368929,What is the nature of the problem: [Constituent reports abandoned property with back door and windows open]
604,101004368927,Constituent is requesting a Litter Basket be installed at this end of the foot bridge. | Has a litter basket or barrel been at this location before: [No]  Type of litter basket: [No Preference]  Interested in the Adopt a Barrel program: [No]
605,101004368418,"Constituent from this location states that someone dumped construction material near propertys dumpster | Construction debris: [siding, porch]  Exact location: [rear]"
606,101004365512,Water at the park does not turn on. Please turn on the water. It is too hot for kids to be in the park and not play in the water.
607,101004367753,3 rats spotted in and out of over flowing trash barrels
608,101004368920,Constiutent is requesting a Litter Basket to be installed for right before going over foot bridge. | Has a litter basket or barrel been at this location before: [No]  Type of litter basket: [No Preference]  Interested in the Adopt a Barrel program: [No]
609,101004368918,No parking
610,101004368917,Recycling at 133 has been out at correct times but has not been picked up the last 3 visits.
611,101004368491,Parking lot has a lot of pothole damage
612,101004368916,"Scheduled trash day: [Mon/Thurs]  How was your trash placed out for collection: [Barrel]  Size of the barrel: [30 gallon]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
613,101004368914,residents park on both sides of the narrow street close to Centre street making it impossible for trucks (and more importantly) emergency vehicles can’t make the turn onto the street.  Please put up a no-parking sign to allow for a safe turn onto the street.
614,101004368913,A white work truck with ladders has been here all day there a foot over my driveway I cannot see to get out please tag them I put in a request earlier the van has been here since last night
615,101004368607,Glass
616,101004368912,Trash bag for removal. No code violation found at this time.
617,101004354755,"40 years ago today Massport installed new windows in East Boston I think it is time to do that again ! It is much louder now than 
it was then !!!"
618,101004368771,Dead rats in public alley 818 in roadway
619,101004368910,Constituent reports trash not collected this morning. | Scheduled trash day: [Tuesday]  How was your trash placed out for collection: [Container]  Curbside pickup or an alley: [Alley]
620,101004368908,"Please help us trim these trees! Growing into our properties and pollen is going everywhere, as well as bugs/ticks"
621,101004368795,Trash for removal. No code violation found at this time.
622,101004269900,Unpermitted deck construction in rear on Bowen street-loud conditions-working outside of approved hours and on weekends. Please send inspectors
623,101004368808,Trash on sidewalk
624,101004368907,Overgrown grass please cut plus trash attn mass dot
625,101004366282,"Overgrown weeds on Rutherford Avenue, NOT on Charbonnier Street.  Weeds run the length of the fence."
626,101004368904,Constituent would like the grass cut before the weekend. | SR Type: [Grass Cutting]  Park owner: [BPRD]
627,101004368902,2 carts picked up one missed | Scheduled recycling day: [Tuesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
628,101004368691,"Property completely overgrown and all weeds are seeding the neighborhood. Please ticket daily, this is a multi-million dollar property in a prominent location. Thank you."
629,101002545663,The construction site at 232 Old Colony begins moving trucks and heavy machinery almost every single morning between 6-6:30am including most Saturdays. I believe construction is not supposed to start until 7am on weekdays and is not allowed without a special permit on weekends. I live on a side road and am woken up at 6am almost every day. Can someone enforce the noise ordinances?
630,101004368798,Stop this Logan airplane noise
631,101004368899,Near drive way in street at 117 marine road it's squished like a pancake
632,101004364954,Please remove litter on walking trail at Ronan Park
633,101004362046,Logan airplane noise going on now
634,101004368898,dead Rat on the sidewalk | Type of debris: [Other]  Cars parked on the street: [No]
635,101004362148,Louise offensive Logan airplane noise going on now
636,101004368896,Trash in alley
637,101004368042,I took my trash out this morning by 530 am on my way out to work and I came home after 2pm and thought the trash was picked up until I saw it in the corner piled up next to the eversource construction gate. So either the construction workers moved it which I don't believe they did when they arrive at 7am or am unknown person walking by and has issues and moved it to play games. Please have someone pick this up in front of 60 Charles St South.
638,101004368895,A large commercial vehicle parks here all the time can you please ticket it and explain that commercial vehicles can not use City roadway to garage their vehicle.
639,101004368894,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (1) Air Conditioner (0) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]"
640,101004368892,mattresses in city owned lot | Type of debris: [Other]  Cars parked on the street: [No]
641,101004368782,2 shopping carts of trash no ticket issued
642,101004367417,Constituent states basketball court lights have been on around the clock without going off. | Park owner: [BPRD]
643,101004365216,6:30 am on a Saturday morning. This is what we have to deal with. What happened to only being able to work between certain hours. This is ridiculous and I'm going for months now
644,101004356821,Stuck on red | Signal problem: [Traffic]  Type of problem: [Light is not changing]  Type of pole: [Over the Street Pole]  Pole knockdown: [No]
645,101004368887,Dark blue Toyota Corolla MA REGISTRATION 598 GC2 Parked IN TOW ZONE
646,101004361090,Broken sign pole left sharp base on side walk. Hazard for walkers.
647,101004368886,It's more than a foot deep
648,101004367779,Trash on walkway near centerfield in Ronan park
649,101004367497,Around water manhole cover
650,101004368885,"Date of scheduled pickup: [Thursday, June 30, 2022]  Item requested for a collection: [TV (1) Air Conditioner (0) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Thursday]  Curbside pickup or an alley: [Curbside Pickup]"
651,101004368573,"Trash bag with something, not sure"
652,101004368880,Trash/tire for removal. No code violation found at this time.
653,101004368874,SLCB needs to be replaced
654,101004368875,Tree blocking pedestrians
655,101004368876,Over flowing garbage cans and thrash on the ground throughout the park.
656,101004368877,Bench in desperate need for a repaint.
657,101004368873,Car is park and hanging into the street. | The closest intersecting street: [River St]  How is the car parked illegally: [Other]  Details: [Car hanging into street]  Make: [Other]  Color: [RedOrange]  Vehicle License Plate Registration: [4Z0498]  Vehicle License Plate State: [MA]
658,101004368871,Trash bags next to city barrel for removal. No evidence or code violation found at this time.
659,101004367890,"Scheduled trash day: [Monday]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
660,101004368870,Construction no visible permits
661,101004368869,no parking | How is the car parked illegally: [Other]  Type of vehicle: [Truck]  Color: [White]
662,101004368862,Please remove bikes leaning on the fence someone has dumped the bikes. It's been there all week.
663,101004368295,Wellington alley
664,101004368558,Over flowing recycling bins and trash all over Bell Ct
665,101004368858,How was your waste placed out for collection: [Yard Waste Paper Bag]  Scheduled trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]
666,101004368557,Over flowing trash and littering the street.
667,101004368554,Trash over flowing and all over Bell Ct
668,101004368853,Request for street light that was purposely unplugged for construction to be plugged back in as construction has finished. | Problem: [Other]
669,101004365590,"BPD reports a sinkhole in front of 100 Sudbury st, has a one in it | Where exactly on the pavement is the pothole: [On Roadway]  Date when pothole noticed: [06/25/2022]  Time when pothole noticed: [13:20]"
670,101004368851,"Lt grey Mini Cooper
No license plate expired registration 
Has been parked for over 2 weeks please tow 
Has already 4 tickets"
671,101004367313,Rat bites: [No]  Rats in the house: [No]  Rats outside of property: [Yes]  What is the nature of the problem: [Constituent reports an increase in rodent activity in this area. Constituent states that a lot of the rats are coming from a storm drain by the tennis courts in Titus Sparrow Park and alleyway #536 north.]
672,101004368725,"Recycling not picked up on Monday 6/27, corner of Westchester and Centre St Jamaica Plain"
673,101004365755,Huge series of potholes.
674,101004365779,There are about seven potholes at the intersection of Blossom and Cambridge streets.
675,101004368779,BPD called to report lights completely out at intersection. Notified traffic signals at 12:05 PM. Traffic signals relayed a power outage in the area. | Type of pole: [Over the Street Pole]  Pole knockdown: [No]
676,101004368657,"ont the sidewalk, near the doorway to a closed business | Needle Quantity: [More Than Three]  Property Location Type: [Public]"
677,101004368839,SR Type: [Grass Cutting]  Park owner: [BPRD]
678,101004368837,"Constituent is requesting for the sign that is already here to be more specfic, states its a commercial  vehicle parking but is not specific as to where this starts and ends. | Type of request: [Sign]"
679,101004368831,Trash/debris for removal. No evidence or code violation found at this time
680,101004368830,"Black Mecedez completely crazy parking and blocking driveway commercial 

Plate: 2mMJT66"
681,101004368264,"Scheduled trash day: [Monday]  How was your trash placed out for collection: [Trash bag]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
682,101004368650,Side of 505 columbia road. Furniture left out on sidewalk.  Violation issued
683,101004368492,"Trash sofa dumped illegally behind the boys and girls club on Bowen st. South Boston. I have video of  two lovely neighbors who decided that this was a good spot to dump their trash. Not sure what their address is but might make the video public. Please send a crew to remove before we have squatters taking up residence.
Thanks"
684,101004368823,15 minutos Parkin
685,101004368800,Burned-out mantles
686,101004368699,Trash/debris for removal. Ticket has been issued.
687,101004368702,Mattresses/bed frame debris for removal. No code violation found at this time.
688,101004368815,"Scheduled trash day: [Monday]  How was your trash placed out for collection: [Barrel]  Size of the barrel: [55 gallon]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
689,101004368675,missed | Scheduled recycling day: [Monday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
690,101004368813,and a bag | Scheduled trash day: [Tues/Fri]  How was your trash placed out for collection: [Barrel]  Curbside pickup or an alley: [Curb Side Pickup]
691,101001711322,Storm drain dumps water directly into sidewalk causing icy slipping hazard.
692,101004368301,Illegal trash on street
693,101004367132,"Overgrown bushes on city property (near commuter rail bridge on Walworth, Tyndale side) blocking sidewalk passage/access."
694,101004368742,Trash bags for removal. No code violation found at this time.
695,101004368807,"Date of scheduled pickup: [Friday, July 1, 2022]  Item requested for a collection: [TV (0) Air Conditioner (0) Refrigerator/Freezer (1) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Friday]  Curbside pickup or an alley: [Curbside Pickup]"
696,101004368618,"Overgrown vegetation.  Code Enforcement Police, please fine."
697,101004368805,Traffic Signal box is only being closed by tape.  Can this be repaired properly please!!! | Type of problem: [Other]  Pole knockdown: [No]
698,101004368803,There were no other duplicates to be found. Are these cases being addressed?
699,101004368802,Entire street was missed. | How was your waste placed out for collection: [Yard Waste Paper Bag]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]
700,101004330302,Overflowing trash can at Sparrow park
701,101004368799,This was after 6:00 p.m. Exactly when are parking rules in South Boston enforced for non-residents?
702,101004368796,Tire on sidewalk
703,101004368797,Dead rat in street by curb
704,101004368707,Constituent reported that the traffic light is stuck on red. Contacted BTD traffic at 11:42am. | Signal problem: [Traffic]  Type of problem: [Light is not changing]  Pole knockdown: [No]
705,101004354085,Overflowing trash cans in St Helena's park
706,101004368224,Big Belly at corner of Washington and Market Sts in Brighton Center was knocked off its platform.
707,101004368734,"Commercial property, High traffic foot area.
Corner of old colony and c street"
708,101004368986,"Constituent requests cart, states all carts at building were taken. | Recycling pickup day: [Thursday]  No. of carts: [1]  No. of units: [3]"
709,101004368982,People are sitting on top of park tables and marking up the tables with  markers.
710,101004368339,Item(s) that was/were supposed to be picked up: [TV]  Scheduled trash day: [Monday]  Curbside pickup or an alley: [Curb Side Pickup]
711,101004150037,Light out
712,101004368925,In the baseball field under the bleachers on the right hand side on the front row. It has a large orange piece. | Needle Quantity: [One]  Property Location Type: [Public]
713,101004368979,Across from 112 chittick road. 2 grills dumped on sidewalk.  No violation issued
714,101004368976,"Property conditions interfere with sidewalk passage | Details: [baby carriage chained to the fence, blocking the sidewalk]  Exact location: [front]"
715,101004293507,Grass at Hemenway on the hill needs to be mowed badly
716,101004368946,Dead bird on sidewalk in front of 5 Sanderson
717,101004336305,Overflowing trash can
718,101004297367,Requesting Softball field grass be cut. | SR Type: [Grass Cutting]  Park owner: [BPRD]
719,101004368974,So these guys have been here ALL Day in front of private parking bays SeaDar construction again - do they have a permit to move this heavy stone in this location ?
720,101004368921,Logan airplane noise disturbing South End
721,101004368950,Scheduled recycling day: [Tues/Fri]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Alley]
722,101004368956,Other | Details: [Trash on the sidewalk]  Exact location: [Sidewalk]
723,101004368784,"Constituent reports a sign that was knocked over and is leaning against the builing at 47 Snow Hill St. | Public safety sign: [No]  Type of sign: [""No Parking"" Sign]  Is the pole still there: [Yes]"
724,101004322102,Constituent states that the grass is overgrown and needs to be cut. There is lots of debris and trash and the he is requesting maintenance as soon as possible for the safety of the children. | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
725,101004342325,Trash sitting on sidewalk in public walkway.
726,101004340184,Residents are requesting that the grass be cut ASAP at MT Bowdoin Green Park.  The grass is SO overgrown!! | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
727,101004340711,Dead bird in middle grass area
728,101004359632,Sbux
729,101004368973,Sidewalk tree very overgrown and blocking sidewalk
730,101004368972,"Date of scheduled pickup: [Tuesday, July 5, 2022 ***]  Item requested for a collection: [TV (1) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Monday]  Curbside pickup or an alley: [Curbside Pickup]"
731,101004357534,Public safety sign: [Yes]  Sign description: [Keep Right on the meridian]  Is the pole still there: [Yes]
732,101004341255,There is a dead bird inside of the grassy area/Byrne Park | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
733,101004368970,Constituent reports car on King hasn't moved in a week. | Make of the abandoned car: [TOYOTA]  Model of the abandoned car: [SUV]  Color of the abandoned car: [GREYSILVER]  License Plate number if available: [32YA29]  License Plate State if available: [MA]
734,101004368968,The playground at Fallon Field is overflowing. Please replace. Thank you :)
735,101004368967,missed on Monday | How was your waste placed out for collection: [Yard Waste Paper Bag]  Barrels or bags over 50 lbs: [No]  Scheduled trash day: [Mon/Thurs]  Curbside pickup or an alley: [Curb Side Pickup]  Yard waste mixed with household trash: [No]
736,101004368965,Trash/debris for removal. Ticket has been issued
737,101004343058,Constituent reports trash overflowing. | SR Type: [Cleaning/Trash]  Park owner: [BPRD]
738,101004354730,Constituent called to request the grass be trimmed & weeds removed. Says it hasn't been done in over a year | SR Type: [Grass Cutting]  Park owner: [BPRD]
739,101004368964,"Date of scheduled pickup: [Thursday, July 7, 2022 ***]  Item requested for a collection: [TV (0) Air Conditioner (1) Refrigerator/Freezer (0) Water Cooler (0) Dehumidifier (0) Computer Monitor (0)]  Trash day: [Wednesday]  Curbside pickup or an alley: [Curbside Pickup]"
740,101004360533,Grass is very high around the field. | SR Type: [Grass Cutting]  Park owner: [BPRD]
741,101004368962,It is cracked and falling apart. | Cause of damage: [Normal deterioration]
742,101004358505,Constituent reports overflowing trash barrels in Mt. Bowdoin Green. | SR Type: [Cleaning/Trash]  Park owner: [BPRD]
743,101004361463,Trash at the top of the hill of ringer park. Broken glass and beer cans/boxes
744,101004368960,Loose street cover
745,101004368959,Shopping cart
746,101004359662,"Please mow the grass in Allen Park,the Coppens area and Mt. Bowdoin Green | SR Type: [Grass Cutting]  Park owner: [BPRD]"
747,101004365140,Play ground at Rogers Park...large group partying and very loud...in the morning the Tot Lot is full of trash. It sounds like the EF School again. PLEASE
748,101004368369,How was your waste placed out for collection: [Yard Waste Paper Bag]  Scheduled trash day: [Mon/Thurs]  Is your trash curbside pickup or an alley: [Curb Side Pickup]  Is your yard waste mixed with household trash: [No]
749,101004361032,Please remove litter from walking trail near baseball field of Ronan park
750,101004368958,Recycling Sticker: [1]  Yard Sticker: [0]
751,101004368840,Couch in yard
752,101004368945,Rubbish is placed out well in advance of pickup | Details: [Constituent reported that there are open trash bags out in the Public Alley No.416]  Exact location: [side]
753,101004368957,Household trash blocking the sidewalk.
754,101004368040,Street light or control box knocked down: [Street Light]  Problem: [Street light is knocked over at this location.]  Light blocking the street or sidewalk: [No]  Wires exposed: [Yes]
755,101004368954,4 similar markings within 75 feet
756,101004364953,7 suitcases now before 4 suitcase someone needs to do your JOB
757,101004368953,Household trash blocking the sidewalk.
758,101004367866,"Today, Monday June 27, is a leaf and yard waste removal day. However, it is 6:15 pm and my leaf bags have not been removed. Both garbage and recycling trucks have come through."
759,101004368809,Overgrown weeds
760,101004368951,"This land is not paved n its too close to my home for parking the huge trucks, its bad for my foundation,their back n forth on the noisy gravel, they show up at 6:00a n leave truck running fumes into my window, while they sleep, East Boston has gone ghetto, they talk loud in their fones, this acceptable by the city? Theres just NO MORE CONSIDERATION FOR OTHERS OR THEIR PROPERTY"
761,101004368948,59 chellman st has been abandoned for more than 3 years. Back door and window is open and stings probably homeless people.
762,101004368941,Permission for Arborway Tree Service to Inject the ash tree at this location to help prevent against damage from EAB. | Is this a City owned tree situated on the sidewalk: [Yes]
763,101004368943,Permission for Arborway Tree Service to prune the honey locust tree on the Westbourne Street side of this location. | Is this a City owned tree situated on the sidewalk: [Yes]
764,101004368947,"Please remove asap this DOA squirrel. 

Thank you very much."
765,101004368845,Dead rabbit
766,101004368889,"Small entrance ,near the front last door on the left. | Needle Quantity: [One]  Property Location Type: [Public]"
767,101004365851,Big pothole in middle of street. Please fix!
768,101004368942,"Cracked side walk,"
769,101004366015,"Once again, the splash pad won't shut off."
770,101004368940,Missing bar. Tuesday
771,101004368939,"requests cart, building doesn't have one | Recycling pickup day: [Monday]  No. of carts: [1]  No. of units: [3]  OK to deliver: [per April ok]"
772,101004366721,"Constituent reports the water at this playground has been running all night,constitunet reports there should be a way to shut the water off so water is not wasted. | SR Type: [Ground Maintenance General]  Park owner: [BPRD]"
773,101004368936,Several trash bags for removal. Ticket has been issued
774,101004368935,Scheduled recycling day: [Tuesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
775,101004368933,"window shade | Scheduled trash day: [Tuesday]  How was your trash placed out for collection: [Other]  If 'Other', please specify: [window shade]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
776,101004366296,The sprinllers in the Childrens Play Lot are not working vmail 2:05 | SR Type: [Ground Maintenance General]  Park owner: [BPRD]
777,101004368931,Loud airplane noise
778,101004368930,"There are so many construction  vehicles parked. The residents of leather District are getting the tickets - not the illegal Parkers. 

What is the long term solution?"
779,101004365538,Splash pad water sensors not working. Children are hot 掠掠and would love to cool down!!
780,101004368929,What is the nature of the problem: [Constituent reports abandoned property with back door and windows open]
781,101004368927,Constituent is requesting a Litter Basket be installed at this end of the foot bridge. | Has a litter basket or barrel been at this location before: [No]  Type of litter basket: [No Preference]  Interested in the Adopt a Barrel program: [No]
782,101004368418,"Constituent from this location states that someone dumped construction material near propertys dumpster | Construction debris: [siding, porch]  Exact location: [rear]"
783,101004365512,Water at the park does not turn on. Please turn on the water. It is too hot for kids to be in the park and not play in the water.
784,101004367753,3 rats spotted in and out of over flowing trash barrels
785,101004368920,Constiutent is requesting a Litter Basket to be installed for right before going over foot bridge. | Has a litter basket or barrel been at this location before: [No]  Type of litter basket: [No Preference]  Interested in the Adopt a Barrel program: [No]
786,101004368918,No parking
787,101004368917,Recycling at 133 has been out at correct times but has not been picked up the last 3 visits.
788,101004368491,Parking lot has a lot of pothole damage
789,101004368916,"Scheduled trash day: [Mon/Thurs]  How was your trash placed out for collection: [Barrel]  Size of the barrel: [30 gallon]  Curbside pickup or an alley: [Curb Side Pickup]  Trash contains any construction material, paints, plumbing fixtures or tires: [No]"
790,101004368914,residents park on both sides of the narrow street close to Centre street making it impossible for trucks (and more importantly) emergency vehicles can’t make the turn onto the street.  Please put up a no-parking sign to allow for a safe turn onto the street.
791,101004368913,A white work truck with ladders has been here all day there a foot over my driveway I cannot see to get out please tag them I put in a request earlier the van has been here since last night
792,101004368607,Glass
793,101004368912,Trash bag for removal. No code violation found at this time.
794,101004354755,"40 years ago today Massport installed new windows in East Boston I think it is time to do that again ! It is much louder now than 
it was then !!!"
795,101004368771,Dead rats in public alley 818 in roadway
796,101004368910,Constituent reports trash not collected this morning. | Scheduled trash day: [Tuesday]  How was your trash placed out for collection: [Container]  Curbside pickup or an alley: [Alley]
797,101004368908,"Please help us trim these trees! Growing into our properties and pollen is going everywhere, as well as bugs/ticks"
798,101004368795,Trash for removal. No code violation found at this time.
799,101004269900,Unpermitted deck construction in rear on Bowen street-loud conditions-working outside of approved hours and on weekends. Please send inspectors
800,101004368808,Trash on sidewalk
801,101004368907,Overgrown grass please cut plus trash attn mass dot
802,101004366282,"Overgrown weeds on Rutherford Avenue, NOT on Charbonnier Street.  Weeds run the length of the fence."
803,101004368904,Constituent would like the grass cut before the weekend. | SR Type: [Grass Cutting]  Park owner: [BPRD]
804,101004368902,2 carts picked up one missed | Scheduled recycling day: [Tuesday]  How was the recycling placed out for collection: [Cart]  Curbside pickup or an alley: [Curb Side Pickup]
805,101004368691,"Property completely overgrown and all weeds are seeding the neighborhood. Please ticket daily, this is a multi-million dollar property in a prominent location. Thank you."
